,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1297320.0,-0.23467771708965302,0.15498311817646027,-0.48783326148986816,0.7014337778091431,-0.9916036128997803,-3.199237823486328,-0.08516623824834824,-0.28831374645233154,-0.4876957833766937,-1.4096366167068481,2.3531086444854736,3.5657222270965576,-0.16193248331546783,4.214139461517334,-0.44078993797302246,-0.1877191662788391,-4.248399257659912,8.123714447021484,-4.42046594619751,0.11102735996246338,4.228320121765137,-0.005513351876288652,0.45250457525253296,0.28226402401924133,0.17758946120738983,-0.15364353358745575,-0.5593169331550598,-4.719908714294434,-0.1245962604880333,0.2892502248287201,0.45800837874412537,2.2804269790649414,0.9067080020904541,-0.20985442399978638,0.6156160831451416,-2.047720193862915,0.325455904006958,0.06735789775848389,0.25590091943740845,0.24141903221607208
1298064.0,-1.1476088762283325,0.2167232632637024,-0.5197679996490479,0.6739303469657898,-3.809497356414795,-6.77443265914917,-2.8515124320983887,-0.614990770816803,-0.20629067718982697,-6.128161430358887,3.4103565216064453,4.062265396118164,-0.9188328385353088,3.5582239627838135,-0.31222811341285706,0.15822190046310425,-2.916323661804199,7.3639750480651855,-3.7616617679595947,-0.07188688963651657,6.301652908325195,-0.029093928635120392,1.8940528631210327,0.7675276398658752,0.0786716490983963,-0.2230125516653061,0.05002116784453392,-5.07257604598999,-0.19779931008815765,0.23650000989437103,0.4853314459323883,4.785240650177002,0.7097443342208862,-0.16741932928562164,0.39630287885665894,-0.5929960012435913,0.1455223113298416,0.06945236772298813,-0.10767633467912674,-0.03179016709327698
1298760.0,-1.1895196437835693,0.2615554630756378,-0.43540075421333313,3.4834017753601074,-4.40717887878418,-5.74422025680542,-5.38448429107666,-0.5035505890846252,-0.18712563812732697,-3.958430051803589,-0.9996238350868225,2.2538068294525146,-0.5831068158149719,2.320925712585449,-0.24585382640361786,0.24324321746826172,0.6537599563598633,3.387636423110962,-3.261754035949707,0.029111219570040703,5.1418867111206055,-0.03318941965699196,8.441226959228516,3.577784776687622,0.12685520946979523,-0.24247963726520538,0.07930082082748413,-4.475715160369873,-0.12847891449928284,0.369304358959198,1.3968369960784912,6.426355838775635,1.7705875635147095,-0.14524298906326294,1.4900227785110474,-2.039372444152832,0.3754563331604004,0.06250642985105515,-0.03850235417485237,-0.00744766416028142
1299504.0,-1.146454095840454,0.11656253039836884,-0.6780449748039246,-0.7600147724151611,-1.3317234516143799,-1.3228398561477661,2.520308256149292,-0.35567766427993774,-0.34299030900001526,-1.0928415060043335,-0.698175847530365,4.190863609313965,0.22941854596138,1.94760000705719,-0.06314163655042648,0.27179455757141113,-2.771968126296997,3.147228956222534,-3.6108016967773438,0.2535826861858368,1.9448754787445068,-0.037279754877090454,0.7829962968826294,0.11068644374608994,0.398467093706131,-0.09922504425048828,0.32419607043266296,-2.751441478729248,0.029902607202529907,0.5336428284645081,1.1383236646652222,1.564512848854065,2.706648588180542,-0.5383926033973694,2.0027804374694824,-1.1418317556381226,1.2176969051361084,-0.010911011137068272,0.9224280118942261,0.07580866664648056
1300224.0,-0.8169674277305603,0.002635176060721278,-0.4892800450325012,-0.8344234228134155,0.6735528111457825,3.256092071533203,1.1214951276779175,-0.3754441440105438,-0.35877716541290283,2.5825159549713135,-0.8775954246520996,-1.7672544717788696,-1.3820596933364868,0.24054460227489471,0.050175171345472336,-0.10979878902435303,2.5105793476104736,1.143844485282898,1.7617391347885132,1.443166971206665,1.4175143241882324,-0.022572826594114304,-2.2879347801208496,0.3719143867492676,2.003506898880005,0.08335964381694794,0.8580050468444824,1.9200589656829834,-0.048191700130701065,-0.3695286810398102,0.38238245248794556,0.2887496054172516,1.452903389930725,-0.5127899050712585,0.6934619545936584,1.6299699544906616,1.930851697921753,0.15746571123600006,2.750352144241333,0.6820549964904785
1300968.0,-0.5620508193969727,0.04790816828608513,-0.4123665690422058,-2.808598518371582,0.29904091358184814,0.35797250270843506,-10.526076316833496,-0.3809664249420166,-0.35155266523361206,0.22119277715682983,0.256813645362854,-1.354347586631775,-5.467327117919922,-0.6093653440475464,0.035091862082481384,-0.36280784010887146,0.1755473017692566,-0.33406341075897217,0.17325834929943085,3.5558176040649414,1.1203536987304688,-0.01068838220089674,-1.9789583683013916,-5.846590042114258,2.784468412399292,0.26402053236961365,0.8969282507896423,0.46052423119544983,-0.1852138638496399,-1.8153936862945557,0.2175782471895218,-0.4966092109680176,-2.752768039703369,-0.7674521803855896,0.43264904618263245,0.15668192505836487,2.125694513320923,0.5439534783363342,0.13678249716758728,2.2792794704437256
1301688.0,-0.8168168663978577,-0.03798559680581093,-0.45389148592948914,-6.4156880378723145,-0.12763582170009613,-0.09636935591697693,-1.1048353910446167,-0.29464247822761536,-0.3982827961444855,-0.4130726456642151,0.15605174005031586,-2.592824697494507,-4.4546403884887695,-1.1055299043655396,-0.3048070967197418,-0.4284844994544983,0.07018742710351944,-2.0682528018951416,0.11252706497907639,1.7779972553253174,-0.34218651056289673,-0.005484758410602808,-10.016725540161133,-4.924774169921875,2.2047996520996094,0.2169129103422165,0.7240973711013794,0.3566482365131378,-0.37541085481643677,-1.5759719610214233,-3.280515670776367,-0.6884931325912476,2.747605085372925,-0.7002699375152588,-2.529365062713623,0.07391786575317383,-2.360152006149292,1.5133764743804932,1.2001943588256836,3.5694611072540283
1302432.0,-0.8246861100196838,-0.13988527655601501,-0.5702664852142334,6.48048210144043,-0.5372257232666016,-0.8181342482566833,-5.4676079750061035,-0.22135064005851746,-0.37188783288002014,-0.48890092968940735,0.1456093192100525,-1.7928739786148071,3.0951671600341797,-1.1404258012771606,-0.35187825560569763,-0.22419732809066772,0.33895552158355713,-0.7115053534507751,0.27415284514427185,4.845901012420654,0.8252148032188416,-0.020903924480080605,8.434698104858398,3.5984275341033936,-3.2904067039489746,0.2228338122367859,1.109055519104004,-0.03363756462931633,-0.26176273822784424,-2.0050055980682373,0.4512181878089905,-0.3048252761363983,-3.115109920501709,-0.5495798587799072,-6.668694019317627,-0.03923705220222473,-2.447418689727783,2.548799514770508,-1.095701813697815,-0.9049499034881592
1303176.0,-0.23437273502349854,-0.3047175705432892,-0.2747492790222168,-3.573187828063965,-0.22018153965473175,-0.856663703918457,1.272219181060791,-0.35932934284210205,-0.4719068109989166,1.4529383182525635,-0.013163392432034016,-0.21121279895305634,-0.5292267203330994,-1.0542491674423218,-0.4099709689617157,-0.5621182322502136,1.4182363748550415,0.04279810190200806,0.5760626792907715,0.9137932062149048,0.9124618768692017,0.004112534690648317,-2.7900562286376953,-5.268025875091553,1.769254207611084,0.16423706710338593,0.6890671253204346,-0.7143540978431702,-0.35881245136260986,-0.9362360835075378,2.396568536758423,1.9807974100112915,-0.9340881705284119,-0.31889933347702026,-0.465168833732605,-1.3675466775894165,-0.22394125163555145,2.1285459995269775,-6.015315532684326,0.6497004628181458
1303896.0,0.46713969111442566,-0.15389186143875122,-0.22422033548355103,-4.080461502075195,1.2292510271072388,5.257208824157715,3.5761377811431885,-0.2380390763282776,-0.4060781002044678,5.679111003875732,0.2081354260444641,-0.3536405861377716,-0.24296559393405914,-0.6546761393547058,-0.3844310939311981,-0.8186787962913513,3.5447380542755127,0.21677625179290771,2.6112828254699707,0.7192654013633728,0.2855798900127411,0.020967168733477592,-0.7209135293960571,-1.8445934057235718,0.628853440284729,-0.6843814253807068,-0.012313803657889366,2.4956395626068115,-0.6406886577606201,0.018816905096173286,3.9295432567596436,4.972232341766357,-0.6967319846153259,0.0866754949092865,-2.3718760013580322,0.2800234854221344,2.511181354522705,1.702340841293335,-0.9799261689186096,1.2441667318344116
