StateCode,	Division,	Year	,	Month,	PCP,	TAVG,	PDSI,	PHDI,	ZNDX,	PMDI,	CDD,	HDD,	SP01,	SP02,	SP03,	SP06,	SP09,	SP12,	SP24,	TMIN,	TMAX,
04,	00,	1996	,	05,	2.01,	62.5,	2.84,	2.84,	2.72,	2.34,	50,	137,	1.53,	1.17,	.55,	1.12,	.54,	.6,	1.78,	49.2,	75.8,
04,	00,	1996	,	06,	.18,	70.4,	3.08,	3.08,	1.6,	3.07,	128,	36,	-.44,	1.29,	1.04,	.86,	.56,	.49,	1.78,	55.5,	85.4,
04,	00,	1996	,	07,	.2,	78.1,	2.88,	2.88,	.35,	2.88,	298,	0,	.38,	-.32,	1.32,	.9,	.75,	.49,	1.8,	63.2,	93,
04,	00,	1996	,	08,	.06,	76.7,	2.16,	2.16,	-1.25,	1.58,	291,	1,	-1.11,	-.54,	-.82,	.45,	1.07,	.5,	1.78,	61.1,	92.2,
04,	00,	1996	,	09,	.27,	68.4,	1.73,	1.73,	-.62,	.86,	123,	33,	-.13,	-.67,	-.55,	.84,	.81,	.52,	1.79,	54,	82.8,
04,	00,	1996	,	10,	1.7,	59.2,	1.84,	1.84,	.86,	1.28,	22,	163,	.64,	.42,	.24,	.99,	.89,	.77,	1.94,	46.1,	72.3,
04,	00,	1996	,	11,	3.35,	51.1,	1.86,	1.86,	.61,	1.48,	4,	330,	.63,	.75,	.69,	.54,	.64,	1.23,	1.92,	40.8,	61.5,
04,	00,	1996	,	12,	8.96,	45.6,	3.45,	3.45,	5.35,	3.45,	0,	479,	1.95,	1.83,	1.86,	1.77,	1.97,	1.63,	2.52,	37.4,	53.9,
04,	00,	1997	,	01,	7.62,	44.5,	4.62,	4.62,	4.59,	4.62,	0,	517,	1.23,	1.96,	2.05,	2.01,	2.15,	2.17,	2.44,	36.1,	52.9,
04,	00,	1997	,	02,	.71,	46.6,	-.94,	3.21,	-2.81,	2.09,	0,	437,	-1.56,	.28,	1.24,	1.33,	1.27,	1.34,	1.99,	35.6,	57.7,
04,	00,	1997	,	03,	.84,	54,	-2,	1.72,	-3.47,	-.7,	10,	301,	-1.44,	-2.22,	-.28,	.88,	.84,	1.01,	1.05,	40.4,	67.7,
04,	00,	1997	,	04,	.89,	55.6,	-2.25,	1.09,	-1.38,	-1.7,	13,	262,	-.57,	-1.7,	-2.27,	.68,	.69,	.81,	.84,	43,	68.1,
04,	00,	1997	,	05,	.38,	67.6,	-2.77,	-2.77,	-2.27,	-2.77,	120,	58,	-.78,	-1.01,	-2.03,	.5,	.64,	.59,	.71,	53.3,	81.8,
04,	00,	1997	,	06,	.65,	68.4,	-3.03,	-3.03,	-1.64,	-3.03,	101,	52,	1.13,	-.09,	-.61,	-.46,	.69,	.66,	.68,	55,	81.8,
04,	00,	1997	,	07,	.31,	74,	-3.08,	-3.08,	-1.07,	-3.08,	200,	6,	1.11,	1.35,	.11,	-2.33,	.67,	.67,	.7,	59.2,	88.8,
04,	00,	1997	,	08,	.27,	74.9,	-2.86,	-2.86,	-.28,	-2.86,	265,	2,	.41,	.84,	1.25,	-1.48,	.58,	.71,	.73,	60.5,	89.3,
04,	00,	1997	,	09,	.94,	70.8,	.45,	-2.11,	1.36,	-1.48,	214,	11,	1.29,	1.2,	1.34,	-.02,	-.3,	.79,	.82,	57.2,	84.3,
04,	00,	1997	,	10,	1.08,	59,	.31,	-1.98,	-.28,	-1.43,	32,	146,	.01,	.47,	.48,	.32,	-1.78,	.73,	.94,	45.9,	72.1,
04,	00,	1997	,	11,	3.95,	51.6,	.71,	-1.35,	1.28,	-.24,	5,	307,	.92,	.74,	.96,	1.13,	-.33,	.82,	1.34,	41.7,	61.4,
04,	00,	1997	,	12,	2.96,	42.4,	.42,	-1.43,	-.66,	-.57,	0,	565,	-.2,	.3,	.23,	.45,	.16,	-.18,	1.03,	33.1,	51.7,
04,	00,	1998	,	01,	6.97,	45.1,	1.48,	1.48,	3.31,	1.48,	0,	501,	1.06,	.66,	.86,	.92,	.89,	-.36,	1.34,	36.8,	53.4,
04,	00,	1998	,	02,	11.5,	43.6,	4.16,	4.16,	8.5,	4.16,	0,	510,	2.43,	2.19,	1.9,	2.08,	2.15,	1.5,	1.8,	36.2,	51,
04,	00,	1998	,	03,	4.15,	49.2,	4.17,	4.17,	1.31,	4.17,	0,	425,	.66,	2.16,	2.07,	1.87,	1.94,	1.81,	1.97,	38.6,	59.9,
04,	00,	1998	,	04,	2.17,	51.6,	4.09,	4.09,	1.06,	4.09,	1,	376,	.65,	.76,	2.14,	1.89,	1.89,	1.86,	1.93,	40,	63.1,
04,	00,	1998	,	05,	3.03,	54.9,	5.5,	5.5,	5.49,	5.5,	7,	305,	2.34,	1.7,	1.35,	2,	2.09,	2.15,	2.02,	44.4,	65.4,
04,	00,	1998	,	06,	.77,	65.2,	6.04,	6.04,	3.33,	6.04,	52,	98,	1.42,	2.55,	1.86,	2.32,	2.07,	2.13,	2.06,	52.5,	78,
04,	00,	1998	,	07,	.2,	76,	7.17,	7.17,	5.25,	7.17,	252,	2,	.38,	1.38,	2.59,	2.46,	2.13,	2.12,	2.07,	61.2,	90.7,
04,	00,	1998	,	08,	.13,	77.2,	6.6,	6.6,	.5,	6.6,	329,	0,	-.45,	-.15,	.96,	1.4,	2.01,	2.09,	2.05,	61.7,	92.7,
04,	00,	1998	,	09,	.74,	69.2,	6.23,	6.23,	.94,	6.23,	123,	26,	.97,	.66,	.64,	1.88,	2.31,	2.07,	2.12,	56.1,	82.3,
04,	00,	1998	,	10,	.76,	57.7,	5.35,	5.35,	-.72,	5.03,	16,	187,	-.4,	-.06,	-.17,	1.96,	2.37,	2.14,	2.08,	44.6,	70.8,
04,	00,	1998	,	11,	4.34,	48.8,	5.48,	5.48,	2.03,	5.48,	0,	396,	1.1,	.77,	.91,	1.03,	1.63,	2.35,	2.19,	38.7,	58.9,
04,	00,	1998	,	12,	1.65,	42,	-.63,	4.28,	-1.9,	3.52,	0,	581,	-.93,	0,	-.15,	-.06,	.79,	2.12,	1.45,	31.1,	52.8,
04,	00,	1999	,	01,	3.54,	45,	-.79,	3.61,	-.68,	2.56,	0,	504,	-.04,	-.65,	-.13,	-.18,	.4,	1.86,	1.07,	34.6,	55.4,
04,	00,	1999	,	02,	4.98,	44.9,	.57,	3.81,	1.71,	3.34,	0,	473,	.66,	.33,	-.2,	.14,	.2,	.8,	1.44,	34.8,	55.1,
04,	00,	1999	,	03,	2.4,	47.5,	.29,	3.19,	-.68,	2.44,	1,	511,	-.21,	.3,	.12,	-.02,	.03,	.52,	1.62,	36.3,	58.6,
04,	00,	1999	,	04,	1.87,	51.3,	.47,	3.08,	.65,	2.51,	1,	393,	.43,	-.01,	.34,	.11,	.07,	.47,	1.68,	39.4,	63.2,
04,	00,	1999	,	05,	.33,	60.4,	.22,	2.55,	-.62,	1.74,	22,	211,	-.93,	-.07,	-.27,	-.33,	0,	.05,	1.68,	46.7,	74.1,
04,	00,	1999	,	06,	.25,	67.8,	.31,	2.41,	.35,	1.68,	77,	75,	-.13,	-.96,	-.15,	.03,	-.07,	-.03,	1.63,	53.3,	82.3,
04,	00,	1999	,	07,	.31,	73.3,	.5,	2.38,	.65,	1.81,	193,	7,	1.11,	.29,	-.67,	.21,	.03,	-.01,	1.64,	58.5,	88,
04,	00,	1999	,	08,	.21,	72.6,	.52,	2.21,	.23,	1.66,	183,	10,	.08,	.63,	.14,	-.24,	-.31,	.01,	1.62,	58.2,	87.1,
04,	00,	1999	,	09,	.18,	70.7,	-.28,	1.7,	-.83,	.85,	137,	23,	-.5,	-.47,	-.11,	-.24,	.02,	-.08,	1.56,	55.8,	85.6,
04,	00,	1999	,	10,	.71,	63.7,	-.77,	1.01,	-1.55,	-.34,	79,	74,	-.47,	-.78,	-.78,	-1.21,	-.01,	-.11,	1.55,	48.4,	79,
04,	00,	1999	,	11,	2.2,	53,	-1.01,	.59,	-.96,	-.97,	6,	294,	-.02,	-.31,	-.46,	-.43,	-.63,	-.56,	1.39,	41.4,	64.6,
04,	00,	1999	,	12,	.65,	45.3,	-2.12,	-2.12,	-3.65,	-2.12,	0,	478,	-1.67,	-1.14,	-1.24,	-1.34,	-1.36,	-.74,	1.13,	33.6,	57,
04,	00,	2000	,	01,	5.09,	45.8,	-.05,	-1.95,	-.14,	-1.95,	0,	477,	.52,	-.47,	-.52,	-.71,	-.82,	-.51,	.97,	36.6,	54.9,
04,	00,	2000	,	02,	6.93,	47.2,	1,	-.75,	3,	.72,	0,	427,	1.29,	1.09,	.36,	.09,	.09,	-.14,	.38,	38.4,	56,
04,	00,	2000	,	03,	1.92,	50.2,	-.54,	-1.21,	-1.61,	-.48,	1,	414,	-.51,	.7,	.72,	-.06,	-.07,	-.16,	.13,	38.6,	61.7,
04,	00,	2000	,	04,	1.8,	57.8,	-.56,	-1.17,	-.25,	-.52,	20,	235,	.37,	-.27,	.69,	.07,	-.05,	-.15,	.09,	44.6,	71.1,
04,	00,	2000	,	05,	.94,	63.9,	-.42,	-.97,	.24,	-.19,	63,	121,	.32,	.34,	-.24,	.16,	-.03,	-.04,	-.13,	50.4,	77.3,
04,	00,	2000	,	06,	.31,	72.2,	-.44,	-.93,	-.19,	-.22,	158,	23,	.11,	.23,	.29,	.7,	0,	-.02,	-.18,	57.3,	87,
04,	00,	2000	,	07,	.06,	73.5,	-.81,	-1.24,	-1.22,	-.87,	186,	11,	-1.03,	-.35,	.07,	.66,	.07,	-.06,	-.19,	58.5,	88.5,
04,	00,	2000	,	08,	.27,	75,	-.79,	-1.18,	-.2,	-.82,	251,	2,	.41,	-.15,	-.22,	-.27,	.15,	-.04,	-.17,	60.1,	89.8,
04,	00,	2000	,	09,	.35,	69.1,	-.83,	-1.18,	-.36,	-.89,	139,	25,	.12,	.15,	-.16,	.18,	.68,	-.01,	-.22,	54.6,	83.6,
04,	00,	2000	,	10,	2.2,	58.4,	-.11,	-.11,	1.91,	.64,	14,	192,	1.07,	.94,	.95,	.75,	.83,	.22,	-.04,	46.5,	70.2,
04,	00,	2000	,	11,	.79,	46,	-.76,	-.76,	-1.99,	-.76,	0,	463,	-1.1,	-.27,	-.31,	-.36,	-.56,	-.06,	-.46,	34.8,	57.2,
04,	00,	2000	,	12,	.77,	46.5,	-1.94,	-1.94,	-3.76,	-1.94,	0,	442,	-1.57,	-1.69,	-1.17,	-1.27,	-1.08,	-.03,	-.58,	35.4,	57.7,
04,	00,	2001	,	01,	3.52,	42.3,	-2.35,	-2.35,	-1.84,	-2.35,	0,	593,	-.05,	-.97,	-1.31,	-1.01,	-1.01,	-.37,	-.66,	32,	52.6,
04,	00,	2001	,	02,	4.42,	43.1,	-2.06,	-2.06,	.14,	-1.93,	0,	529,	.46,	.18,	-.57,	-.71,	-.73,	-.87,	-.66,	33.6,	52.6,
04,	00,	2001	,	03,	2.21,	52.6,	-2.37,	-2.37,	-1.56,	-2.37,	4,	358,	-.32,	.08,	-.05,	-.78,	-.81,	-.75,	-.69,	40.9,	64.3,
04,	00,	2001	,	04,	1.75,	52,	-1.99,	-1.99,	.39,	-1.76,	2,	379,	.33,	-.16,	.1,	-.93,	-.7,	-.71,	-.69,	39.7,	64.4,
04,	00,	2001	,	05,	.15,	68.6,	-2.36,	-2.36,	-1.72,	-2.36,	106,	69,	-1.68,	-.33,	-.51,	-.75,	-.85,	-.88,	-.71,	53.3,	83.8,
04,	00,	2001	,	06,	.23,	71.4,	-2.66,	-2.66,	-1.64,	-2.66,	155,	26,	-.21,	-1.54,	-.42,	-.2,	-.85,	-.89,	-.71,	56.4,	86.3,
04,	00,	2001	,	07,	.28,	74.2,	-2.79,	-2.79,	-1.2,	-2.79,	197,	7,	.93,	.14,	-1.23,	-.09,	-1.08,	-.84,	-.72,	59.7,	88.8,
04,	00,	2001	,	08,	.05,	76,	-2.89,	-2.89,	-1.18,	-2.89,	249,	2,	-1.23,	-.15,	-.45,	-.58,	-.78,	-.89,	-.73,	60.6,	91.4,
04,	00,	2001	,	09,	.3,	71.2,	-2.82,	-2.82,	-.68,	-2.82,	160,	18,	-.03,	-.6,	-.28,	-.56,	-.23,	-.89,	-.72,	56.3,	86.1,
04,	00,	2001	,	10,	.65,	63.6,	-3.09,	-3.09,	-1.67,	-3.09,	56,	94,	-.55,	-.7,	-.91,	-1.55,	-.34,	-1.27,	-.71,	49.8,	77.5,
04,	00,	2001	,	11,	4.21,	51.6,	-2.24,	-2.24,	1.59,	-1.53,	4,	324,	1.04,	.66,	.61,	.52,	-.16,	-.57,	-.47,	41.4,	61.7,
04,	00,	2001	,	12,	5.25,	42.8,	-1.41,	-1.41,	1.78,	.04,	0,	566,	.77,	1.07,	.84,	.8,	.55,	.24,	.06,	34.4,	51.2,
04,	00,	2002	,	01,	2.22,	42.4,	-1.69,	-1.69,	-1.26,	-.73,	0,	580,	-.65,	.04,	.38,	.17,	0,	-.02,	-.36,	32.1,	52.5,
04,	00,	2002	,	02,	1.45,	48.2,	-2.24,	-2.24,	-2.18,	-2.03,	0,	387,	-.99,	-1.23,	-.51,	-.26,	-.3,	-.6,	-.94,	35.7,	60.7,
04,	00,	2002	,	03,	1.91,	48.5,	-2.48,	-2.48,	-1.41,	-2.48,	0,	451,	-.52,	-1.15,	-1.32,	-.4,	-.44,	-.58,	-.95,	36,	61,
04,	00,	2002	,	04,	.88,	56,	-2.68,	-2.68,	-1.38,	-2.68,	10,	293,	-.58,	-.8,	-1.33,	-.41,	-.57,	-.71,	-1.04,	43.3,	68.7,
04,	00,	2002	,	05,	.59,	61.5,	-2.58,	-2.58,	-.53,	-2.58,	29,	179,	-.28,	-.77,	-.93,	-.87,	-.58,	-.62,	-1.11,	47.4,	75.5,
04,	00,	2002	,	06,	.07,	71.2,	-2.76,	-2.76,	-1.32,	-2.76,	126,	37,	-1.06,	-.78,	-1,	-1.57,	-.6,	-.64,	-1.13,	56,	86.4,
04,	00,	2002	,	07,	.06,	77.4,	-3.07,	-3.07,	-1.8,	-3.07,	261,	0,	-1.03,	-1.46,	-1.07,	-1.62,	-.53,	-.69,	-1.14,	62.2,	92.6,
04,	00,	2002	,	08,	.01,	74.4,	-3.28,	-3.28,	-1.56,	-3.28,	209,	3,	-1.89,	-3.09,	-1.88,	-1.33,	-1.02,	-.7,	-1.18,	58.8,	90,
04,	00,	2002	,	09,	.11,	70.9,	-3.37,	-3.37,	-1.28,	-3.37,	172,	15,	-.92,	-1.87,	-2.02,	-1.76,	-1.86,	-.73,	-1.2,	55.8,	86,
04,	00,	2002	,	10,	.06,	59.4,	-3.77,	-3.77,	-2.26,	-3.77,	15,	184,	-1.71,	-1.88,	-2.17,	-2.36,	-2.26,	-.88,	-1.44,	45.5,	73.2,
04,	00,	2002	,	11,	3.18,	52.3,	.09,	-3.29,	.28,	-3.13,	7,	282,	.54,	-.13,	-.3,	-.67,	-1.24,	-1.14,	-1.16,	40.6,	64,
04,	00,	2002	,	12,	8.14,	44,	1.6,	-1.44,	4.55,	.56,	0,	535,	1.72,	1.57,	1.18,	1.02,	.61,	-.53,	-.26,	35.1,	52.9,
04,	00,	2003	,	01,	1.92,	50,	.69,	-2.04,	-2.24,	-.94,	10,	353,	-.82,	.69,	.73,	.34,	.18,	-.66,	-.54,	39.8,	60.1,
04,	00,	2003	,	02,	2.66,	45.7,	.37,	-2.07,	-.73,	-1.22,	0,	453,	-.3,	-.86,	.37,	.15,	.02,	-.43,	-.68,	35.3,	56.2,
04,	00,	2003	,	03,	2.77,	51.4,	.1,	-2.09,	-.69,	-1.45,	4,	373,	0,	-.31,	-.76,	.16,	.06,	-.2,	-.61,	39.7,	63,
04,	00,	2003	,	04,	3.98,	50,	1.4,	-.57,	3.92,	1.38,	1,	408,	1.71,	.89,	.38,	.72,	.45,	.34,	-.34,	39.4,	60.7,
04,	00,	2003	,	05,	1.09,	62,	1.53,	1.53,	.85,	1.53,	35,	163,	.53,	1.64,	.92,	.68,	.52,	.43,	-.22,	48.6,	75.4,
04,	00,	2003	,	06,	.04,	71.2,	1.53,	1.53,	.46,	1.53,	116,	44,	-1.28,	.06,	1.46,	-.16,	.51,	.43,	-.24,	56.4,	86.1,
04,	00,	2003	,	07,	.22,	78.7,	-.19,	1.18,	-.58,	.8,	320,	0,	.53,	-.8,	.12,	.37,	.71,	.45,	-.25,	63.5,	93.8,
04,	00,	2003	,	08,	.57,	75,	-.01,	1.23,	.5,	1.03,	272,	2,	1.59,	1.45,	.29,	.93,	.7,	.53,	-.18,	60.8,	89.2,
04,	00,	2003	,	09,	.17,	72.9,	-.4,	.7,	-1.2,	-.18,	206,	9,	-.55,	.41,	.44,	1.46,	-.12,	.54,	-.2,	57.7,	88,
04,	00,	2003	,	10,	.09,	65.4,	-1.35,	-1.35,	-2.96,	-1.35,	93,	61,	-1.63,	-1.72,	-1.14,	-1.03,	.08,	.55,	-.25,	50.6,	80.2,
04,	00,	2003	,	11,	2.35,	46.8,	-1.28,	-1.28,	-.21,	-1.28,	0,	435,	.08,	-.6,	-.77,	-.7,	.3,	.4,	-.48,	36.9,	56.7,
04,	00,	2003	,	12,	5.77,	44,	.66,	.66,	1.98,	.66,	0,	532,	.96,	.68,	.29,	.35,	.92,	0,	-.43,	35.2,	52.8,
04,	00,	2004	,	01,	2.27,	43.5,	.14,	.14,	-1.35,	-.45,	0,	544,	-.62,	.19,	.08,	-.17,	-.18,	.03,	-.51,	34,	53,
04,	00,	2004	,	02,	5.88,	44.2,	1.01,	1.01,	2.66,	1.01,	0,	501,	.96,	.23,	.62,	.24,	.25,	.58,	.06,	34.9,	53.6,
04,	00,	2004	,	03,	1.08,	56.9,	-1.19,	-1.19,	-3.58,	-1.19,	20,	233,	-1.19,	.18,	-.27,	-.07,	-.03,	.33,	-.03,	43.5,	70.2,
04,	00,	2004	,	04,	.7,	57.3,	-1.7,	-1.7,	-1.88,	-1.7,	18,	233,	-.85,	-1.64,	-.11,	-.02,	-.2,	-.21,	-.04,	43.9,	70.7,
04,	00,	2004	,	05,	.45,	63.2,	-2.15,	-2.15,	-1.89,	-2.15,	56,	126,	-.59,	-1.16,	-1.89,	-.06,	-.33,	-.32,	-.04,	49.2,	77.2,
04,	00,	2004	,	06,	.08,	70.4,	-2.8,	-2.8,	-2.62,	-2.8,	115,	44,	-.99,	-1.09,	-1.37,	-.62,	-.33,	-.3,	-.04,	55.6,	85.2,
04,	00,	2004	,	07,	.06,	76.1,	-3.26,	-3.26,	-2.24,	-3.26,	246,	1,	-1.03,	-1.4,	-1.44,	-.33,	-.15,	-.33,	-.04,	61.2,	91,
04,	00,	2004	,	08,	.19,	74.8,	-3.23,	-3.23,	-.91,	-3.23,	230,	1,	-.04,	-.61,	-1.18,	-2.43,	-.12,	-.4,	-.01,	60,	89.7,
04,	00,	2004	,	09,	.14,	69.4,	-3.26,	-3.26,	-1.09,	-3.26,	158,	20,	-.71,	-.67,	-1.01,	-1.93,	-.72,	-.4,	-.01,	54.2,	84.5,
04,	00,	2004	,	10,	3.72,	58.2,	1.6,	-1.33,	4.79,	.66,	14,	189,	2.1,	1.94,	1.88,	1.17,	.26,	.22,	.42,	46.4,	69.9,
04,	00,	2004	,	11,	1.68,	47.7,	1.26,	-1.37,	-.53,	.33,	0,	439,	-.37,	.89,	.78,	.59,	-.76,	.07,	.26,	37.4,	57.9,
04,	00,	2004	,	12,	5.51,	44.6,	1.73,	-.62,	1.82,	1.66,	0,	511,	.87,	.39,	1.06,	.95,	.46,	.03,	-.06,	35.2,	54.1,
04,	00,	2005	,	01,	5.56,	44.1,	2.33,	2.33,	2.33,	2.33,	0,	519,	.66,	.91,	.62,	1.05,	.86,	.58,	.31,	35.8,	52.4,
04,	00,	2005	,	02,	4.03,	47.1,	2.28,	2.28,	.56,	2.28,	0,	421,	.31,	.58,	.84,	1,	.92,	.23,	.47,	38.1,	56.1,
04,	00,	2005	,	03,	3.69,	51.1,	2.21,	2.21,	.5,	2.21,	1,	379,	.46,	.4,	.6,	1.03,	.96,	.69,	.58,	40,	62.2,
04,	00,	2005	,	04,	1.79,	53,	2.09,	2.09,	.33,	2.09,	6,	329,	.36,	.47,	.4,	.66,	.95,	.83,	.33,	40.4,	65.6,
04,	00,	2005	,	05,	2.54,	62.2,	3.17,	3.17,	3.88,	3.17,	44,	145,	1.97,	1.28,	.98,	1.06,	1.17,	1.11,	.52,	49.5,	74.8,
04,	00,	2005	,	06,	.67,	66.2,	3.83,	3.83,	2.96,	3.83,	70,	84,	1.18,	2.14,	1.41,	.91,	1.23,	1.18,	.58,	52.6,	79.9,
04,	00,	2005	,	07,	.14,	78.4,	4.58,	4.58,	3.43,	4.58,	307,	0,	-.12,	.99,	2.13,	.86,	.93,	1.19,	.58,	63.2,	93.5,
04,	00,	2005	,	08,	.29,	75.8,	4.08,	4.08,	-.09,	3.99,	261,	1,	.5,	.3,	.96,	1.06,	1.1,	1.2,	.56,	60.6,	91,
04,	00,	2005	,	09,	.32,	66.9,	3.55,	3.55,	-.32,	3.29,	90,	51,	.03,	.13,	0,	1.31,	.9,	1.22,	.57,	52,	81.7,
04,	00,	2005	,	10,	1,	59.9,	3.01,	3.01,	-.54,	2.48,	25,	153,	-.09,	-.25,	-.19,	1.43,	.76,	.9,	.68,	46.8,	73,
04,	00,	2005	,	11,	2.26,	52.4,	2.42,	2.42,	-.83,	1.54,	8,	278,	.02,	-.11,	-.17,	.02,	.71,	1,	.68,	40.8,	64,
04,	00,	2005	,	12,	7.81,	46.1,	3.46,	3.46,	3.87,	3.46,	0,	455,	1.62,	1.24,	1.1,	1.09,	1.52,	1.31,	.9,	36.6,	55.5,
04,	00,	2006	,	01,	4.54,	44.6,	3.49,	3.49,	1.15,	3.49,	0,	513,	.33,	1.18,	1.02,	.93,	1.29,	1.25,	1.23,	35,	54.2,
04,	00,	2006	,	02,	2.69,	47.7,	2.84,	2.84,	-.86,	2.44,	0,	397,	-.29,	-.01,	.83,	.64,	.7,	1.02,	.75,	35.3,	60.1,
04,	00,	2006	,	03,	5.41,	44,	3.71,	3.71,	3.48,	3.71,	0,	584,	1.14,	.51,	.47,	.96,	.95,	1.22,	1.24,	34.4,	53.7,
04,	00,	2006	,	04,	4.16,	53,	4.61,	4.61,	3.84,	4.61,	2,	355,	1.8,	1.66,	1.06,	1.3,	1.24,	1.46,	1.58,	42.1,	63.9,
04,	00,	2006	,	05,	.73,	64.6,	-.05,	4.09,	-.14,	3.98,	58,	121,	-.02,	1.56,	1.59,	1.35,	1.2,	1.25,	1.61,	50.7,	78.5,
04,	00,	2006	,	06,	.15,	73.2,	-.14,	3.57,	-.3,	3.29,	193,	15,	-.59,	-.34,	1.43,	.81,	1.18,	1.17,	1.61,	58.6,	87.8,
04,	00,	2006	,	07,	.15,	79.3,	-.68,	2.64,	-1.67,	1.68,	377,	0,	-.02,	-.63,	-.4,	.96,	1.24,	1.17,	1.62,	64.4,	94.2,
04,	00,	2006	,	08,	.06,	73.8,	-1.1,	1.88,	-1.47,	.36,	213,	5,	-1.11,	-.89,	-1.08,	1.45,	1.29,	1.14,	1.6,	58.5,	89.2,
04,	00,	2006	,	09,	.06,	69.5,	-1.44,	1.23,	-1.37,	-.74,	142,	24,	-1.42,	-1.87,	-1.5,	1.1,	.72,	1.11,	1.61,	54.2,	84.8,
04,	00,	2006	,	10,	.45,	58.8,	-1.78,	.62,	-1.45,	-1.71,	19,	175,	-.87,	-1.31,	-1.51,	-1.61,	.63,	1.07,	1.3,	45.3,	72.2,
04,	00,	2006	,	11,	2.08,	51.3,	-1.91,	-1.91,	-.95,	-1.91,	8,	305,	-.09,	-.54,	-.78,	-1.04,	.86,	1.08,	1.36,	40.3,	62.2,
04,	00,	2006	,	12,	3.13,	43.9,	-2.03,	-2.03,	-.93,	-2.03,	0,	520,	-.11,	-.26,	-.51,	-.7,	.02,	.34,	1.1,	33.1,	54.7,
04,	00,	2007	,	01,	.81,	41.5,	-3.09,	-3.09,	-3.81,	-3.09,	0,	608,	-1.63,	-1.1,	-1.04,	-1.38,	-1.45,	-.37,	.55,	29.5,	53.6,
04,	00,	2007	,	02,	4.24,	46.7,	-2.81,	-2.81,	-.12,	-2.79,	0,	435,	.39,	-.69,	-.71,	-1.01,	-1.1,	-.09,	.56,	36.3,	57,
04,	00,	2007	,	03,	.74,	54.4,	-3.73,	-3.73,	-3.65,	-3.73,	10,	297,	-1.56,	-.48,	-1.24,	-1.37,	-1.55,	-.93,	.23,	40.9,	68,
04,	00,	2007	,	04,	1.27,	56.3,	-3.65,	-3.65,	-.91,	-3.65,	13,	272,	-.12,	-1.41,	-.55,	-1.21,	-1.51,	-1.56,	.17,	43.1,	69.4,
04,	00,	2007	,	05,	.32,	64.1,	-3.88,	-3.88,	-1.81,	-3.88,	49,	135,	-.96,	-.64,	-1.78,	-1.35,	-1.61,	-1.71,	-.06,	49.5,	78.6,
04,	00,	2007	,	06,	.12,	70.5,	-4.28,	-4.28,	-2.38,	-4.28,	124,	39,	-.75,	-1.34,	-.82,	-1.44,	-1.53,	-1.73,	-.12,	55.2,	85.9,
04,	00,	2007	,	07,	.18,	76.9,	-4.47,	-4.47,	-1.9,	-4.47,	269,	1,	.23,	-.63,	-1.35,	-.79,	-1.39,	-1.72,	-.11,	62,	91.8,
04,	00,	2007	,	08,	.12,	76.1,	-4.42,	-4.42,	-1.24,	-4.42,	283,	1,	-.53,	-.31,	-.89,	-2.13,	-1.46,	-1.72,	-.13,	61.1,	91.1,
04,	00,	2007	,	09,	.5,	67.5,	-3.92,	-3.92,	.13,	-3.81,	106,	41,	.5,	.15,	.11,	-.79,	-1.48,	-1.57,	-.11,	53.6,	81.5,
04,	00,	2007	,	10,	1.51,	58.6,	-3.33,	-3.33,	.57,	-2.94,	28,	163,	.46,	.46,	.33,	-.48,	-.66,	-1.29,	-.04,	46,	71.1,
04,	00,	2007	,	11,	.82,	53.3,	-3.87,	-3.87,	-2.67,	-3.87,	7,	280,	-1.08,	-.67,	-.62,	-.83,	-1.82,	-1.6,	-.21,	41,	65.6,
04,	00,	2007	,	12,	3.21,	41.2,	-3.75,	-3.75,	-.83,	-3.75,	0,	604,	-.08,	-.69,	-.55,	-.56,	-.89,	-1.56,	-.78,	31.8,	50.7,
04,	00,	2008	,	01,	7.11,	41.1,	-2.35,	-2.35,	3.04,	-1.1,	0,	600,	1.1,	.75,	.26,	.31,	.12,	-.32,	-.55,	32.6,	49.7,
04,	00,	2008	,	02,	2.76,	45.8,	-2.33,	-2.33,	-.66,	-1.32,	0,	456,	-.25,	.64,	.45,	.12,	.05,	-.61,	-.47,	34.7,	56.9,
04,	00,	2008	,	03,	.61,	50.3,	-3.18,	-3.18,	-3.26,	-3.18,	4,	387,	-1.73,	-1.15,	.02,	-.34,	-.34,	-.56,	-1.04,	37.5,	63.1,
04,	00,	2008	,	04,	.34,	54.4,	-3.53,	-3.53,	-2.03,	-3.53,	11,	289,	-1.62,	-3.09,	-1.57,	-.63,	-.56,	-.7,	-1.49,	40.3,	68.4,
04,	00,	2008	,	05,	.54,	61.7,	-3.59,	-3.59,	-1.29,	-3.59,	30,	168,	-.39,	-1.59,	-3.09,	-.37,	-.59,	-.66,	-1.57,	48.3,	75.1,
04,	00,	2008	,	06,	.03,	71.1,	-3.97,	-3.97,	-2.25,	-3.97,	157,	27,	-1.36,	-.99,	-1.83,	-.4,	-.66,	-.67,	-1.58,	55.5,	86.7,
04,	00,	2008	,	07,	.14,	76.5,	-4.22,	-4.22,	-1.96,	-4.22,	265,	1,	-.12,	-1.24,	-1.09,	-1.91,	-.75,	-.68,	-1.59,	61.7,	91.4,
04,	00,	2008	,	08,	.12,	76.6,	-4.2,	-4.2,	-1.25,	-4.2,	282,	1,	-.53,	-.54,	-1.32,	-3.09,	-.45,	-.68,	-1.61,	61.6,	91.6,
