StateCode,	Division,	Year	,	Month,	PCP,	TAVG,	PDSI,	PHDI,	ZNDX,	PMDI,	CDD,	HDD,	SP01,	SP02,	SP03,	SP06,	SP09,	SP12,	SP24,	TMIN,	TMAX,
04,	00,	2008	,	09,	.04,	71.8,	-4.29,	-4.29,	-1.56,	-4.29,	191,	12,	-1.8,	-1.53,	-1.36,	-2.87,	-.51,	-.77,	-1.59,	56.3,	87.3,
04,	00,	2008	,	10,	.7,	61.8,	-4.3,	-4.3,	-1.35,	-4.3,	65,	93,	-.48,	-.98,	-1.09,	-1.64,	-2.18,	-.97,	-1.51,	47.6,	76,
04,	00,	2008	,	11,	2.41,	53.9,	-4.13,	-4.13,	-.81,	-4.13,	12,	246,	.11,	-.2,	-.42,	-.7,	-2.14,	-.68,	-1.5,	42.9,	64.9,
04,	00,	2008	,	12,	3.05,	42,	-3.99,	-3.99,	-.87,	-3.99,	0,	581,	-.15,	-.17,	-.34,	-.52,	-1.13,	-.69,	-1.53,	32.4,	51.7,
04,	00,	2009	,	01,	1.27,	46.9,	-4.81,	-4.81,	-3.68,	-4.81,	5,	433,	-1.24,	-.95,	-.84,	-1.1,	-1.26,	-2.05,	-1.45,	35.5,	58.2,
04,	00,	2009	,	02,	4.64,	45.2,	-4.15,	-4.15,	.47,	-3.92,	0,	471,	.54,	-.4,	-.5,	-.7,	-.8,	-1.59,	-1.35,	35.4,	55.1,
04,	00,	2009	,	03,	2.26,	49.2,	-4.08,	-4.08,	-1.05,	-4.08,	1,	427,	-.29,	.16,	-.54,	-.69,	-.8,	-1.21,	-1.19,	37,	61.4,
04,	00,	2009	,	04,	.57,	54.3,	-4.2,	-4.2,	-1.63,	-4.2,	8,	306,	-1.08,	-.78,	-.16,	-.77,	-.96,	-1.1,	-1.26,	40.7,	67.9,
04,	00,	2009	,	05,	1.24,	66.7,	-3.67,	-3.67,	.28,	-3.51,	87,	89,	.73,	-.41,	-.53,	-.7,	-.85,	-.95,	-1.17,	52.7,	80.6,
04,	00,	2009	,	06,	.6,	67.5,	-3.39,	-3.39,	-.28,	-3.27,	79,	68,	1,	.94,	-.19,	-.59,	-.7,	-.82,	-1.11,	54.3,	80.7,
04,	00,	2009	,	07,	.05,	77.6,	-3.27,	-3.27,	-.68,	-3.27,	289,	0,	-1.18,	.56,	.81,	0,	-.64,	-.83,	-1.13,	62.2,	93,
04,	00,	2009	,	08,	.12,	74.8,	-3.28,	-3.28,	-1.06,	-3.28,	245,	2,	-.53,	-1.23,	.14,	-.49,	-.68,	-.84,	-1.14,	59.4,	90.2,
04,	00,	2009	,	09,	.09,	73,	-3.43,	-3.43,	-1.46,	-3.43,	228,	5,	-1.08,	-1.21,	-1.55,	-.64,	-.72,	-.82,	-1.19,	57.6,	88.4,
04,	00,	2009	,	10,	2.07,	58.1,	-2.51,	-2.51,	1.69,	-1.78,	20,	173,	.96,	.6,	.47,	.78,	.1,	-.56,	-1.08,	45.5,	70.8,
04,	00,	2009	,	11,	.99,	50.9,	-3,	-3,	-2.22,	-3,	5,	329,	-.92,	-.23,	-.42,	-.4,	-.8,	-.89,	-1.08,	38.6,	63.2,
04,	00,	2009	,	12,	3.15,	41.8,	-3,	-3,	-.93,	-3,	0,	576,	-.1,	-.64,	-.33,	-.51,	-.61,	-.85,	-1.11,	32.2,	51.3,
04,	00,	2010	,	01,	6.48,	45.2,	.67,	-2.02,	2,	-1.14,	0,	491,	.93,	.59,	.14,	.22,	.32,	.08,	-1.21,	36.6,	53.7,
